HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
503,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","most actionable elements within the modal, for example: ""Upload from your Computer"" button > ""Select Destination Folder"" field","most actionable elements within the modal, for example: ""Upload from your Computer"" button > ""Select Destination Folder"" field",Attach document,"Tooltip content must be reachable by all users, including screen reader and keyboard users.","1.3.1 (WCAG 2.0 A), 1.4.13 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Making tooltips accessible can be accomplished in two distinct ways:

- Make your tooltips accessible by using **manually**-activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-manuallyactivated-tooltips) in the Tooltips Knowledge Base article.
- Make your tooltips accessible by using **automatically**-activated tooltips. Please see [this section](https://hub.accessible360.com/kb/articles/524#heading-for-automaticallyactivated-tooltips) in the Tooltips Knowledge Base article.
  - **Note:** If you elect to use automatically-activated tooltips, these tooltips must convert to manually-activated tooltips when they are displayed on smaller viewports with a responsive layout. Please see the section regarding [Tooltip that is only available on smaller viewports](https://hub.accessible360.com/kb/articles/524#heading-tooltip-that-is-only-available-on-smaller-viewports) for more information on mobile responsive tooltips and a code sample illustrating this functionality.

Once you have decided which type of tooltip to implement (manual or automatic), please make a comment on this issue to let us know, and then include this issue in an upcoming QA or reach out to your CSM to have this content audited. We will then set this issue to Not Applicable and add new issues as needed to address the content.",Critical,,Tooltips,119,873,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011422,https://hub.accessible360.com/screenshots/2011422,https://hub.accessible360.com/issues/704243/edit,https://hub.accessible360.com/kb/articles/524
504,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,Yes,"for example, Attach document (Modal Dialog) > ""Select from Documents Module"" button text","",Color and Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of gray (#9B9B9B) and white (#FFFFFF) only has a contrast ratio of 2.77:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011411,https://hub.accessible360.com/screenshots/2011411,https://hub.accessible360.com/issues/704245/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864, https://hub.accessible360.com/kb/articles/1354"
505,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button","""Upload from your Computer"" button > ""Select Destination Folder"" button",Attach document,Negative tabindex attributes on actionable elements removes them from the tab order.,2.1.1 (WCAG 2.0 A),Motor / Dexterity,Remove the `tabindex` attribute from each element so that they can be focused by the keyboard when navigating with the `Tab` and `Shift + Tab` keys.,Critical,,Focus,2,,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011412,"https://hub.accessible360.com/screenshots/2011416, https://hub.accessible360.com/screenshots/2011412",https://hub.accessible360.com/issues/704246/edit,""
506,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button > ""Select Destination Folder"" field","",Attach document,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011415,https://hub.accessible360.com/screenshots/2011415,https://hub.accessible360.com/issues/704248/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
507,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button > ""Select Destination Folder"" button","",Attach document,"When an element is activated that causes content on the page to change, screen reader users should be informed of this change.",3.2.2 (WCAG 2.0 A),Visual,"Add screen reader only warning text before the element that says, ""Activating this element will cause content on the page to be updated."".

If more than one element causes the page to update, place only one instance of the screen reader only warning text directly before the elements so that this text is not overly verbose for screen reader users.",Serious,,Dynamic page content,103,76,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011417,https://hub.accessible360.com/screenshots/2011417,https://hub.accessible360.com/issues/704249/edit,"https://hub.accessible360.com/kb/articles/135, https://hub.accessible360.com/kb/articles/1178"
509,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button > ""Select Destination Folder"" field","",Attach document,Custom elements can pose accessibility issues for screen reader and keyboard users,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably mark this element up as a semantic `<input>` tag and a properly associated `<label>` tag. Less preferably give this element a role=""textbox"".
",Critical,,Forms,105,,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011419,https://hub.accessible360.com/screenshots/2011419,https://hub.accessible360.com/issues/704251/edit,""
510,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button > ""Select Destination Folder"" field when autocompleting element","",Attach document,"Focusable elements (such as links, buttons, and input fields) should never be nested inside another focusable element.","1.3.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Ensure focusable elements are not nested. 

* If this element is intented to have a single function (for example, a button or a link), remove the markup of the unnecessary element.
* If the two elements perform separate functions, move one element outside of the other.
",Serious,,Markup,4,1375,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011421,https://hub.accessible360.com/screenshots/2011421,https://hub.accessible360.com/issues/704252/edit,""
511,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Upload from your Computer"" button > folders tree","",Attach document,"Some regions require additional ARIA markup to assist screen reader users in understanding what a section is for, and where it begins and ends.",1.3.1 (WCAG 2.0 A),Visual,"Adjust the `role` to be a `role=""region""` and add an `aria-label=""Document folders""` to the element wrapping this content.",Serious,,Landmarks,107,79,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011423,https://hub.accessible360.com/screenshots/2011423,https://hub.accessible360.com/issues/704253/edit,"https://hub.accessible360.com/kb/articles/133, https://hub.accessible360.com/kb/articles/1001"
512,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Select from Documents Module"" button > modal main content","",Attach document,"When content is marked up as a button, but is not semantically a button, it can be confusing for screen reader users.",1.3.1 (WCAG 2.0 A),Visual,"Remove the `role=""button""` and `tabindex=""0""` markups.

",Serious,,Markup,4,1466,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011434,https://hub.accessible360.com/screenshots/2011434,https://hub.accessible360.com/issues/704255/edit,https://hub.accessible360.com/kb/articles/1094
513,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Select from Documents Module"" button > empty input field under ""Folders"" section","",Attach document,Invisible elements should not receive focus or be visible to screen reader users.,4.1.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Use standard CSS techniques, such as `display:none;` to hide all non-visible content.",Serious,,Focus,2,82,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011436,https://hub.accessible360.com/screenshots/2011436,https://hub.accessible360.com/issues/704256/edit,https://hub.accessible360.com/kb/articles/145
514,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Select from Documents Module"" button > ""Selected"" section > search input field","",Attach document,Search inputs that rely on a magnifying glass image as the only label do not convey that label to all users.,3.3.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Add an [Accessible Name](https://hub.accessible360.com/kb/articles/751) to the text input that is visually labeled by the magnifying glass image. This can be done in a variety of ways, including:

- Preferably use a `<label>` that is correctly associated with the related input via the `for` attribute. If styling constraints do not allow a visible label, this `<label>` can be added as screen reader only text. 
- The addition of an `aria-labelledby` or `aria-label` attribute on the input.

If an input hint, such as placeholder text, is visible, include this hint in the accessible name.
",Critical,,Forms,105,914,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011438,https://hub.accessible360.com/screenshots/2011438,https://hub.accessible360.com/issues/704257/edit,""
515,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,"","""Select from Documents Module"" button > ""Selected"" section > table","",Attach document,Tables with visible column and/or row headers must be properly indicated to screen readers.,1.3.1 (WCAG 2.0 A),Visual,"Ensure that text serving as the header for each column is marked up in a `<th scope=“col”>`. 

Ensure that text serving as the header for each row (if present) is wrapped in a `<th scope=“row”>`. Often this text is the first cell in each row, [but not always](https://hub.accessible360.com/kb/articles/29#heading-not-always-the-first-row-or-first-column).
",Serious,,Tables,114,25,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011439,https://hub.accessible360.com/screenshots/2011439,https://hub.accessible360.com/issues/704258/edit,"https://hub.accessible360.com/kb/articles/70, https://hub.accessible360.com/kb/articles/29"
516,https://app-us3.e-builder.net/da2/Schedule/ResourceLoadedScheduleDetails.aspx?PortalID={a924a012-5dcc-45a4-a5de-19818b3aefce}&ActivityID={65300110-8534-40fc-929f-175d7d70576b},Schedule | Tasks,Yes,"for example, ""Select from Documents Module"" button > ""Selected"" section > table: ""You do not have permissions to view this folder."" text","",Color and Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of light gray (#00000040) and white (#FFFFFF) only has a contrast ratio of 1.83:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2011440,https://hub.accessible360.com/screenshots/2011440,https://hub.accessible360.com/issues/704259/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864, https://hub.accessible360.com/kb/articles/1354"
